block,trial_index,stimulus,target,response,correct,rt
3,23,t,-,-,True,0.6318240165710449
3,23,p,m,-,False,0.6219325065612793
3,23,z,-,-,True,0.5061817169189453
3,23,t,m,m,True,0.984642744064331
3,23,p,m,-,False,0.5283927917480469
3,23,f,-,-,True,0.5343647003173828
3,23,h,-,-,True,0.6283271312713623
3,23,x,-,-,True,0.8526833057403564
3,23,f,m,-,False,0.577913761138916
3,23,p,-,-,True,0.6043117046356201
3,23,z,-,-,True,0.5348587036132812
3,23,h,-,-,True,0.545356035232544
3,23,w,-,-,True,0.6550261974334717
3,23,z,m,-,False,0.5503818988800049
3,23,x,-,-,True,0.5109131336212158
3,23,y,-,-,True,1.028398036956787
3,23,v,-,-,True,1.0414435863494873
3,23,x,m,m,True,0.5411159992218018
3,23,y,m,-,False,0.5541794300079346
3,23,c,-,-,True,0.5288100242614746
3,23,x,m,-,False,1.0471382141113281
3,23,c,-,m,False,0.7401747703552246
4,23,d,-,-,True,1.5180232524871826
4,23,x,-,-,True,0.38099026679992676
4,23,f,-,-,True,0.5591824054718018
4,23,d,m,-,False,0.4651060104370117
4,23,r,-,-,True,0.45389628410339355
4,23,q,-,-,True,0.4701387882232666
4,23,p,-,-,True,0.44092321395874023
4,23,j,-,-,True,1.092918872833252
4,23,z,-,-,True,0.9396309852600098
4,23,p,m,-,False,0.6140041351318359
4,23,h,-,-,True,0.4673728942871094
4,23,z,m,-,False,0.963942289352417
4,23,n,-,-,True,0.5713505744934082
4,23,h,m,m,True,0.4957735538482666
4,23,z,m,-,False,0.5388104915618896
4,23,g,-,-,True,0.6001436710357666
4,23,h,m,-,False,0.49779295921325684
4,23,z,m,-,False,0.47934842109680176
4,23,l,-,-,True,0.9589424133300781
4,23,h,m,-,False,0.5249791145324707
4,23,c,-,-,True,1.0009794235229492
4,23,s,-,-,True,0.5677981376647949
4,23,v,-,-,True,0.4893629550933838
4,23,f,-,m,False,0.49440717697143555
5,23,n,-,-,True,0.9715094566345215
5,23,n,-,-,True,0.46425461769104004
5,23,j,-,-,True,0.4026987552642822
5,23,g,-,-,True,1.4275376796722412
5,23,f,-,-,True,0.47980546951293945
5,23,w,-,-,True,0.4036448001861572
5,23,g,m,-,False,0.4752030372619629
5,23,f,m,-,False,1.7488949298858643
5,23,w,m,m,True,0.4586770534515381
5,23,g,m,-,False,1.0194201469421387
5,23,z,-,-,True,0.564394474029541
5,23,w,m,-,False,0.4822263717651367
5,23,g,m,-,False,0.5596737861633301
5,23,v,-,-,True,0.4750862121582031
5,23,x,-,-,True,0.9352693557739258
5,23,f,-,-,True,0.9187009334564209
5,23,q,-,-,True,0.4760727882385254
5,23,n,-,-,True,0.5208804607391357
5,23,f,m,-,False,0.4412870407104492
5,23,v,-,-,True,0.534151554107666
5,23,n,m,-,False,0.9975695610046387
5,23,w,-,-,True,1.4794714450836182
5,23,y,-,-,True,0.6590654850006104
5,23,f,-,-,True,0.4820740222930908
6,23,f,-,-,True,1.0059583187103271
6,23,y,-,-,True,0.9416289329528809
6,23,n,-,-,True,0.5053861141204834
6,23,f,m,-,False,0.5012035369873047
6,23,y,m,m,True,0.5730724334716797
6,23,r,-,-,True,0.5044887065887451
6,23,f,m,-,False,1.7042818069458008
6,23,y,m,-,False,0.7271173000335693
6,23,r,m,-,False,0.6609532833099365
6,23,g,-,-,True,0.48777222633361816
6,23,j,-,-,True,0.463306188583374
6,23,b,-,-,True,1.0575203895568848
6,23,g,m,m,True,0.4864082336425781
6,23,h,-,-,True,0.5236523151397705
6,23,f,-,-,True,0.48492932319641113
6,23,g,m,-,False,0.4943370819091797
6,23,h,m,-,False,0.4936561584472656
6,23,t,-,-,True,0.5014300346374512
6,23,x,-,-,True,0.5186190605163574
6,23,q,-,-,True,0.7712337970733643
6,23,n,-,-,True,0.6122105121612549
6,23,t,-,-,True,0.5004596710205078
6,23,j,-,-,True,0.5725533962249756
6,23,d,-,-,True,0.6159758567810059
7,23,z,-,-,True,1.1780471801757812
7,23,n,-,-,True,0.45758891105651855
7,23,y,-,-,True,0.5611386299133301
7,23,p,-,-,True,1.4063451290130615
7,23,n,m,m,True,0.5468258857727051
7,23,y,m,-,False,0.8567588329315186
7,23,l,-,-,True,0.5669147968292236
7,23,j,-,-,True,0.4087505340576172
7,23,y,m,m,True,0.5003204345703125
7,23,c,-,-,True,0.4696941375732422
7,23,b,-,-,True,0.47289419174194336
7,23,y,m,-,False,0.5424346923828125
7,23,d,-,-,True,0.49429965019226074
7,23,b,m,-,False,0.47926807403564453
7,23,v,-,-,True,0.4801766872406006
7,23,d,m,-,False,1.4393608570098877
7,23,p,-,-,True,0.4667961597442627
7,23,c,-,-,True,0.5861766338348389
7,23,d,m,-,False,1.0426344871520996
7,23,v,-,-,True,0.4843292236328125
7,23,r,-,-,True,0.4818410873413086
7,23,c,-,m,False,0.6405532360076904
7,23,v,m,-,False,1.036144495010376
7,23,w,-,-,True,0.6982443332672119
8,23,h,-,-,True,0.42580723762512207
8,23,j,-,-,True,0.49196338653564453
8,23,f,-,-,True,0.6763708591461182
8,23,q,-,-,True,0.6308183670043945
8,23,p,-,-,True,0.5664722919464111
8,23,t,-,-,True,0.9616308212280273
8,23,q,m,-,False,0.6682264804840088
8,23,n,-,-,True,0.5754222869873047
8,23,w,-,-,True,0.4257657527923584
8,23,y,-,-,True,0.4734320640563965
8,23,n,m,m,True,0.49420595169067383
8,23,b,-,-,True,1.038651704788208
8,23,d,-,-,True,0.47107863426208496
8,23,t,-,m,False,0.7057602405548096
8,23,b,m,-,False,0.4750533103942871
8,23,z,-,-,True,0.5197021961212158
8,23,h,-,m,False,0.4197227954864502
8,23,b,m,-,False,0.5723364353179932
8,23,n,-,-,True,0.6027634143829346
8,23,h,m,-,False,0.5037939548492432
8,23,b,m,m,True,0.5991177558898926
8,23,n,m,-,False,0.4938938617706299
8,23,h,m,-,False,0.5693988800048828
8,23,h,-,-,True,0.4814143180847168
9,23,p,-,-,True,0.978018045425415
9,23,v,-,-,True,0.8835535049438477
9,23,q,-,-,True,0.49341368675231934
9,23,d,-,-,True,0.46642327308654785
9,23,q,-,-,True,0.7462277412414551
9,23,q,m,m,True,0.49991273880004883
9,23,d,m,-,False,0.47429990768432617
9,23,q,m,-,False,0.5847759246826172
9,23,p,-,-,True,0.9925816059112549
9,23,g,-,-,True,0.5468928813934326
9,23,q,m,m,True,0.43871355056762695
9,23,j,-,-,True,0.43411731719970703
9,23,l,-,-,True,0.4745349884033203
9,23,q,m,-,False,0.9888648986816406
9,23,q,-,m,False,0.48435378074645996
9,23,t,-,-,True,0.5959854125976562
9,23,q,m,-,False,0.590796709060669
9,23,l,-,-,True,0.7455999851226807
9,23,t,m,-,False,0.5010366439819336
9,23,v,-,-,True,0.54524827003479
9,23,x,-,-,True,0.7875547409057617
9,23,t,m,-,False,0.440521240234375
9,23,l,-,-,True,0.5990638732910156
9,23,l,-,m,False,0.5132312774658203
10,23,l,-,-,True,0.9396703243255615
10,23,q,-,-,True,0.617915153503418
10,23,b,-,-,True,0.9155011177062988
10,23,q,-,-,True,0.698505163192749
10,23,q,m,m,True,0.5541422367095947
10,23,b,m,-,False,1.5012423992156982
10,23,q,m,-,False,0.6145331859588623
10,23,n,-,-,True,0.5958325862884521
10,23,l,-,-,True,0.4982733726501465
10,23,k,-,-,True,0.4853653907775879
10,23,n,m,-,False,0.443845272064209
10,23,g,-,-,True,1.243912696838379
10,23,d,-,-,True,0.5638725757598877
10,23,n,m,-,False,0.9819285869598389
10,23,g,m,-,False,0.44963765144348145
10,23,z,-,-,True,0.5052428245544434
10,23,n,m,-,False,0.4656541347503662
10,23,d,-,-,True,0.9617917537689209
10,23,z,m,-,False,0.5731582641601562
10,23,h,-,-,True,0.977637529373169
10,23,g,-,-,True,0.4761052131652832
10,23,d,-,-,True,0.4906013011932373
10,23,x,-,-,True,0.43143463134765625
10,23,p,-,-,True,0.6305761337280273
11,23,r,-,-,True,0.4607737064361572
11,23,k,-,-,True,0.9583499431610107
11,23,x,-,-,True,0.4521324634552002
11,23,y,-,-,True,0.48845338821411133
11,23,p,-,-,True,0.7467293739318848
11,23,f,-,-,True,0.45860934257507324
11,23,y,m,-,False,0.9661095142364502
11,23,y,-,m,False,0.48346614837646484
11,23,t,-,-,True,0.5664265155792236
11,23,f,-,-,True,0.47409486770629883
11,23,v,-,-,True,1.0485985279083252
11,23,y,-,m,False,0.47185707092285156
11,23,z,-,-,True,0.45318102836608887
11,23,t,-,-,True,0.4576082229614258
11,23,y,m,-,False,0.5857503414154053
11,23,z,m,-,False,0.45807933807373047
11,23,b,-,-,True,0.5689737796783447
11,23,w,-,-,True,0.49700355529785156
11,23,r,-,-,True,0.5674376487731934
11,23,b,m,-,False,0.5868585109710693
11,23,w,m,-,False,0.9825448989868164
11,23,r,m,-,False,0.4784255027770996
11,23,b,m,-,False,0.4904029369354248
11,23,w,m,m,True,0.563262939453125
12,23,n,-,-,True,0.45797038078308105
12,23,f,-,-,True,0.45264244079589844
12,23,x,-,-,True,0.5664141178131104
12,23,v,-,-,True,0.4841959476470947
12,23,d,-,-,True,0.47031331062316895
12,23,x,m,-,False,0.46814870834350586
12,23,b,-,-,True,0.4254631996154785
12,23,h,-,-,True,0.46754908561706543
12,23,x,m,-,False,0.561497688293457
12,23,x,-,m,False,0.48936939239501953
12,23,h,m,-,False,0.5707314014434814
12,23,r,-,-,True,0.6929230690002441
12,23,l,-,-,True,0.47517967224121094
12,23,h,m,-,False,0.5849065780639648
12,23,v,-,m,False,34.203125
12,23,y,-,-,True,1.2661449909210205
12,23,t,-,-,True,0.6010396480560303
12,23,n,-,-,True,0.63726806640625
12,23,y,m,-,False,0.5801370143890381
12,23,n,-,m,False,0.8590548038482666
12,23,n,m,m,True,0.4824404716491699
12,23,y,m,-,False,0.875572681427002
12,23,n,m,m,True,0.6140620708465576
12,23,k,-,-,True,1.2597668170928955
13,23,p,-,-,True,0.43625855445861816
13,23,p,-,-,True,0.5575377941131592
13,23,z,-,-,True,0.43103718757629395
13,23,w,-,-,True,0.9248478412628174
13,23,l,-,-,True,0.5194203853607178
13,23,z,m,m,True,0.9414145946502686
13,23,t,-,-,True,0.5151667594909668
13,23,l,m,-,False,0.9002108573913574
13,23,z,m,-,False,0.6023416519165039
13,23,p,-,-,True,0.6995856761932373
13,23,l,m,-,False,0.4819459915161133
13,23,z,m,-,False,0.460341215133667
13,23,p,m,m,True,1.0222582817077637
13,23,h,-,-,True,0.4678685665130615
13,23,x,-,-,True,0.4723377227783203
13,23,x,-,-,True,0.9899895191192627
13,23,h,m,-,False,0.4707512855529785
13,23,n,-,-,True,0.4814157485961914
13,23,n,-,-,True,0.48735761642456055
13,23,b,-,-,True,0.5403077602386475
13,23,v,-,-,True,0.9327411651611328
13,23,s,-,m,False,0.5985212326049805
13,23,f,-,-,True,0.4820740222930908
13,23,v,m,-,False,0.5895063877105713
14,23,f,-,-,True,0.5557777881622314
14,23,c,-,-,True,0.4609208106994629
14,23,t,-,-,True,0.5461680889129639
14,23,n,-,-,True,0.9829962253570557
14,23,c,m,-,False,0.434765100479126
14,23,t,m,-,False,0.46110010147094727
14,23,n,m,m,True,0.5523514747619629
14,23,k,-,-,True,0.4553537368774414
14,23,g,-,-,True,0.9708678722381592
14,23,d,-,-,True,0.5097000598907471
14,23,k,m,-,False,0.5697059631347656
14,23,k,-,m,False,0.45429015159606934
14,23,d,m,-,False,1.4296276569366455
14,23,f,-,-,True,0.9422211647033691
14,23,x,-,-,True,0.4668004512786865
14,23,y,-,-,True,1.4552249908447266
14,23,s,-,-,True,0.4236762523651123
14,23,r,-,-,True,0.616417407989502
14,23,y,m,-,False,0.8870415687561035
14,23,s,m,-,False,0.9177184104919434
14,23,y,-,-,True,0.4412381649017334
14,23,f,-,-,True,0.6090764999389648
14,23,s,m,m,True,0.5048892498016357
14,23,k,-,-,True,1.0268867015838623
15,23,z,-,-,True,1.0234661102294922
15,23,s,-,-,True,0.4628636837005615
15,23,n,-,-,True,0.5523290634155273
15,23,f,-,-,True,0.45792198181152344
15,23,s,m,-,False,1.4960119724273682
15,23,l,-,-,True,0.968250036239624
15,23,b,-,-,True,0.6280090808868408
15,23,k,-,-,True,0.5971925258636475
15,23,x,-,m,False,0.46817922592163086
15,23,b,m,-,False,1.4115781784057617
15,23,k,m,-,False,0.46721363067626953
15,23,g,-,-,True,0.9003231525421143
15,23,w,-,-,True,0.4687068462371826
15,23,k,m,-,False,0.5056657791137695
15,23,d,-,-,True,1.053149700164795
15,23,w,m,-,False,0.4733145236968994
15,23,q,-,-,True,0.47968387603759766
15,23,d,m,-,False,0.5213496685028076
15,23,l,-,-,True,0.5747699737548828
15,23,t,-,-,True,0.6189227104187012
15,23,d,m,m,True,0.7693126201629639
15,23,g,-,-,True,0.6022830009460449
15,23,t,m,-,False,0.5554192066192627
15,23,y,-,-,True,0.6006577014923096
16,23,c,-,-,True,0.9707450866699219
16,23,p,-,-,True,0.5912537574768066
16,23,z,-,-,True,0.5771434307098389
16,23,c,m,-,False,0.6874747276306152
16,23,p,m,-,False,0.4650611877441406
16,23,z,m,-,False,0.47779178619384766
16,23,d,-,-,True,0.5996479988098145
16,23,p,m,m,True,1.0637977123260498
16,23,f,-,-,True,0.5006451606750488
16,23,s,-,-,True,0.7590458393096924
16,23,r,-,-,True,0.5818312168121338
16,23,n,-,-,True,0.4938926696777344
16,23,x,-,-,True,0.5107793807983398
16,23,r,m,-,False,0.6016252040863037
16,23,h,-,-,True,0.6538596153259277
16,23,z,-,-,True,0.7130699157714844
16,23,r,m,m,True,0.547614336013794
16,23,x,-,-,True,0.5077157020568848
16,23,c,-,-,True,0.5456984043121338
16,23,k,-,-,True,0.7726550102233887
16,23,k,-,m,False,0.9728434085845947
16,23,c,m,-,False,0.5139908790588379
16,23,p,-,-,True,0.5978341102600098
16,23,k,m,-,False,0.6241483688354492
17,23,g,-,-,True,1.1681621074676514
17,23,y,-,-,True,0.4605236053466797
17,23,d,-,-,True,0.43796873092651367
17,23,p,-,-,True,1.0027496814727783
17,23,y,m,-,False,0.7403528690338135
17,23,p,-,-,True,0.9990127086639404
17,23,r,-,-,True,0.9317924976348877
17,23,g,-,-,True,0.45708632469177246
17,23,p,m,m,True,0.8766956329345703
17,23,r,m,m,True,1.1019790172576904
17,23,r,-,-,True,0.9647328853607178
17,23,f,-,-,True,0.4654989242553711
17,23,h,-,-,True,1.103729248046875
17,23,r,m,-,False,0.49135541915893555
17,23,q,-,-,True,0.5506572723388672
17,23,h,m,m,True,0.7462334632873535
17,23,c,-,-,True,0.5512773990631104
17,23,n,-,-,True,0.49239683151245117
17,23,h,m,-,False,0.8516452312469482
17,23,k,-,-,True,0.6531713008880615
17,23,p,-,-,True,0.5370192527770996
17,23,h,m,m,True,0.629448413848877
17,23,k,m,-,False,0.48300766944885254
17,23,r,-,-,True,0.7295057773590088
18,23,q,-,-,True,1.016533613204956
18,23,z,-,-,True,0.5518763065338135
18,23,q,-,-,True,0.4680137634277344
18,23,g,-,-,True,0.4673457145690918
18,23,z,m,m,True,0.5159542560577393
18,23,d,-,-,True,0.6194519996643066
18,23,g,m,-,False,0.48784494400024414
18,23,z,m,m,True,0.5771121978759766
18,23,d,m,-,False,0.6967291831970215
18,23,l,-,-,True,0.4699058532714844
18,23,w,-,-,True,0.4824247360229492
18,23,v,-,-,True,0.5766079425811768
18,23,n,-,-,True,0.5758416652679443
18,23,r,-,-,True,0.47822070121765137
18,23,n,-,m,False,0.4606199264526367
18,23,n,m,-,False,0.9519155025482178
18,23,r,m,-,False,0.46768689155578613
18,23,n,m,-,False,0.46915459632873535
18,23,s,-,-,True,0.6537086963653564
18,23,l,-,-,True,0.5974345207214355
18,23,f,-,-,True,0.4957106113433838
18,23,s,m,-,False,0.5723140239715576
18,23,w,-,-,True,0.4726274013519287
18,23,w,-,m,False,0.6238939762115479
19,23,d,-,-,True,1.0025794506072998
19,23,h,-,-,True,0.8729989528656006
19,23,g,-,-,True,0.4922218322753906
19,23,x,-,-,True,0.45557332038879395
19,23,h,m,-,False,0.46010923385620117
19,23,n,-,-,True,0.4588441848754883
19,23,j,-,-,True,0.4900095462799072
19,23,z,-,-,True,0.4719278812408447
19,23,n,m,-,False,0.9618308544158936
19,23,w,-,-,True,0.9077639579772949
19,23,w,-,m,False,0.460590124130249
19,23,g,-,-,True,0.4797854423522949
19,23,w,m,m,True,0.42618584632873535
19,23,w,m,m,True,0.4718754291534424
19,23,n,-,-,True,0.5907173156738281
19,23,y,-,-,True,0.49318575859069824
19,23,p,-,-,True,0.4721827507019043
19,23,j,-,-,True,0.5783255100250244
19,23,y,m,-,False,0.47309279441833496
19,23,p,m,-,False,0.451493501663208
19,23,d,-,m,False,0.6076014041900635
19,23,c,-,-,True,0.4963948726654053
19,23,p,m,-,False,0.9532825946807861
19,23,d,m,m,True,0.48671531677246094
20,23,k,-,-,True,0.4931020736694336
20,23,p,-,-,True,0.6127772331237793
20,23,d,-,-,True,0.46991539001464844
20,23,k,m,-,False,0.45957350730895996
20,23,p,m,-,False,0.5802361965179443
20,23,d,m,m,True,0.4761049747467041
20,23,s,-,-,True,0.5447423458099365
20,23,p,m,-,False,1.6662323474884033
20,23,q,-,-,True,0.6048698425292969
20,23,j,-,-,True,0.4648871421813965
20,23,d,-,-,True,0.44690704345703125
20,23,q,m,-,False,0.546593427658081
20,23,p,-,m,False,0.47698473930358887
20,23,d,m,-,False,0.7138545513153076
20,23,n,-,-,True,0.5947461128234863
20,23,h,-,-,True,0.9293601512908936
20,23,n,-,-,True,0.5874001979827881
20,23,j,-,-,True,0.5105068683624268
20,23,h,m,-,False,0.5790975093841553
20,23,p,-,-,True,0.49323511123657227
20,23,f,-,-,True,0.973041296005249
20,23,w,-,-,True,0.48588991165161133
20,23,p,m,-,False,0.47536134719848633
20,23,t,-,-,True,0.4637022018432617
21,23,j,-,-,True,1.1786689758300781
21,23,x,-,-,True,0.4540891647338867
21,23,y,-,-,True,0.4676978588104248
21,23,w,-,-,True,0.46288347244262695
21,23,d,-,-,True,0.4841163158416748
21,23,y,m,-,False,0.4355144500732422
21,23,v,-,-,True,0.4733905792236328
21,23,s,-,-,True,0.48938584327697754
21,23,t,-,-,True,0.4411435127258301
21,23,v,m,-,False,0.4292740821838379
21,23,s,m,m,True,0.43433046340942383
21,23,b,-,-,True,0.5623846054077148
21,23,v,m,-,False,0.4858696460723877
21,23,s,m,-,False,0.9296092987060547
21,23,h,-,-,True,0.758922815322876
21,23,k,-,-,True,0.5759158134460449
21,23,s,m,m,True,0.6343250274658203
21,23,j,-,-,True,0.5046801567077637
21,23,j,-,-,True,0.604729413986206
21,23,b,-,-,True,0.7709002494812012
21,23,s,-,-,True,0.5615382194519043
21,23,z,-,-,True,0.5809147357940674
21,23,b,m,-,False,1.0472795963287354
21,23,s,m,-,False,0.9372146129608154
22,23,z,-,-,True,0.5750267505645752
22,23,r,-,-,True,0.5679781436920166
22,23,j,-,-,True,0.46538805961608887
22,23,x,-,-,True,0.44861745834350586
22,23,t,-,-,True,0.5451552867889404
22,23,q,-,-,True,0.5697472095489502
22,23,v,-,-,True,0.4386570453643799
22,23,r,-,-,True,0.5391688346862793
22,23,q,m,-,False,0.4920921325683594
22,23,x,-,-,True,0.4794731140136719
22,23,r,m,-,False,0.6187331676483154
22,23,t,-,m,False,0.48856067657470703
22,23,x,m,-,False,0.5788273811340332
22,23,v,-,-,True,0.9978282451629639
22,23,t,m,-,False,0.5188367366790771
22,23,z,-,-,True,0.47743773460388184
22,23,z,-,m,False,0.5805976390838623
22,23,n,-,-,True,0.9739382266998291
22,23,z,m,m,True,0.5173258781433105
22,23,p,-,-,True,0.4813237190246582
22,23,n,m,-,False,0.45347166061401367
22,23,j,-,-,True,0.5328559875488281
22,23,p,m,-,False,1.060563087463379
22,23,n,m,m,True,0.549884557723999
23,23,c,-,-,True,0.9392998218536377
23,23,j,-,-,True,0.9384603500366211
23,23,h,-,-,True,0.4707760810852051
23,23,v,-,-,True,0.551673173904419
23,23,j,m,-,False,0.4672534465789795
23,23,y,-,-,True,0.4715747833251953
23,23,d,-,-,True,0.5392844676971436
23,23,w,-,-,True,0.9891233444213867
23,23,t,-,-,True,1.4360065460205078
23,23,y,-,-,True,0.5583693981170654
23,23,k,-,-,True,0.9839003086090088
23,23,v,-,-,True,0.42491960525512695
23,23,n,-,-,True,0.5555462837219238
23,23,t,-,-,True,0.6591808795928955
23,23,v,m,m,True,0.44985437393188477
23,23,n,m,-,False,0.5965089797973633
23,23,t,m,-,False,0.5700743198394775
23,23,v,m,m,True,0.5881929397583008
23,23,n,m,-,False,0.9494433403015137
23,23,t,m,-,False,0.9870047569274902
23,23,r,-,-,True,0.6586024761199951
23,23,b,-,-,True,0.6020610332489014
23,23,d,-,-,True,0.4861030578613281
23,23,r,m,-,False,0.5430114269256592
24,23,v,-,-,True,1.1146883964538574
24,23,g,-,-,True,0.90769362449646
24,23,h,-,-,True,0.4772472381591797
24,23,c,-,-,True,0.5629830360412598
24,23,g,m,-,False,0.580315351486206
24,23,h,m,-,False,0.5811700820922852
24,23,c,m,m,True,0.7094998359680176
24,23,v,-,-,True,0.5108859539031982
24,23,w,-,-,True,0.613004207611084
24,23,y,-,-,True,0.5973865985870361
24,23,r,-,-,True,0.590601921081543
24,23,w,m,-,False,0.4712350368499756
24,23,y,m,-,False,0.5198028087615967
24,23,q,-,-,True,0.5850784778594971
24,23,z,-,-,True,0.5975792407989502
24,23,h,-,-,True,0.49617719650268555
24,23,f,-,-,True,0.48964881896972656
24,23,z,m,-,False,0.509263277053833
24,23,h,m,-,False,0.5205895900726318
24,23,x,-,-,True,0.5870692729949951
24,23,v,-,-,True,0.6070244312286377
24,23,h,m,-,False,0.5978636741638184
24,23,k,-,-,True,0.6242754459381104
24,23,p,-,-,True,0.6280026435852051
25,23,y,-,-,True,0.5813217163085938
25,23,l,-,-,True,0.5658738613128662
25,23,l,-,-,True,0.5616285800933838
25,23,q,-,-,True,0.575951099395752
25,23,l,m,m,True,0.5061421394348145
25,23,x,-,-,True,0.6709272861480713
25,23,s,-,-,True,0.5144891738891602
25,23,j,-,-,True,1.0365574359893799
25,23,x,m,-,False,0.6418559551239014
25,23,s,m,-,False,0.5882635116577148
25,23,j,m,-,False,0.5708107948303223
25,23,d,-,-,True,0.5873847007751465
25,23,k,-,-,True,1.0389819145202637
25,23,q,-,-,True,0.4619107246398926
25,23,s,-,-,True,0.48984217643737793
25,23,d,-,-,True,0.6015057563781738
25,23,z,-,-,True,0.5178337097167969
25,23,s,m,-,False,1.018599271774292
25,23,h,-,-,True,0.5174374580383301
25,23,z,m,-,False,0.6150767803192139
25,23,p,-,-,True,0.5255894660949707
25,23,h,m,-,False,0.5177583694458008
25,23,z,m,-,False,0.530576229095459
25,23,y,-,-,True,0.5049722194671631
26,23,j,-,-,True,1.155897855758667
26,23,t,-,-,True,0.9605445861816406
26,23,f,-,-,True,0.9211921691894531
26,23,j,m,-,False,0.5677914619445801
26,23,t,m,-,False,0.6392767429351807
26,23,f,m,-,False,0.4863619804382324
26,23,p,-,-,True,0.5830273628234863
26,23,t,m,m,True,0.6395175457000732
26,23,y,-,-,True,0.760761022567749
26,23,f,-,-,True,0.5737917423248291
26,23,x,-,-,True,0.5181663036346436
26,23,c,-,-,True,0.46417903900146484
26,23,k,-,-,True,0.6007368564605713
26,23,q,-,-,True,0.7165851593017578
26,23,j,-,-,True,0.49445581436157227
26,23,r,-,-,True,0.49988794326782227
26,23,q,m,-,False,0.48375749588012695
26,23,g,-,-,True,0.909031867980957
26,23,f,-,-,True,0.6085281372070312
26,23,q,m,-,False,0.9927926063537598
26,23,g,m,-,False,0.5057985782623291
26,23,f,m,-,False,0.6098237037658691
26,23,h,-,-,True,0.6093933582305908
26,23,k,-,-,True,0.9956629276275635
27,23,w,-,-,True,1.0077710151672363
27,23,q,-,-,True,0.5516500473022461
27,23,s,-,-,True,1.4650084972381592
27,23,w,m,-,False,0.49111461639404297
27,23,t,-,-,True,0.4644932746887207
27,23,s,m,-,False,0.9914493560791016
27,23,w,m,-,False,0.6164224147796631
27,23,z,-,-,True,0.43500566482543945
27,23,g,-,-,True,0.9306213855743408
27,23,j,-,-,True,0.7643718719482422
27,23,h,-,-,True,0.48203587532043457
27,23,g,m,m,True,0.587989091873169
27,23,y,-,-,True,0.8196878433227539
27,23,h,m,-,False,0.7848420143127441
27,23,c,-,-,True,0.5090720653533936
27,23,y,m,-,False,0.5043134689331055
27,23,q,-,-,True,0.5156054496765137
27,23,d,-,-,True,0.5179581642150879
27,23,r,-,-,True,0.7998182773590088
